epoch,acc,loss,val_acc,val_loss
0,0.467725,1.5475796079158783,0.6345,1.090469436454773
1,0.529775,1.3533585212230683,0.6235,1.1260169171333314
2,0.548475,1.3169742426395417,0.6404,1.0484662132263183
3,0.5551,1.289768333673477,0.615,1.1203797883987427
4,0.560875,1.2898810428619385,0.623,1.124306697845459
5,0.56655,1.2636000209331513,0.6361,1.0806341733932494
6,0.57185,1.259267409801483,0.6278,1.10999035320282
7,0.5735,1.2603822641849518,0.6293,1.085069902229309
8,0.577275,1.2494299934864044,0.6256,1.137748833465576
9,0.5794,1.252335881614685,0.6425,1.0604392656326294
10,0.583225,1.24575217461586,0.6438,1.0425304857254027
11,0.585475,1.2292677322864531,0.6677,0.9951417491912842
12,0.5845,1.2337248164176942,0.6477,1.0207708005905152
13,0.5872,1.2333993226528168,0.6503,1.0216173732757567
14,0.58715,1.2298312140464782,0.6133,1.1756959204673767
15,0.590825,1.2218075317382813,0.6566,1.02082372713089
16,0.590375,1.2272032724380493,0.6454,1.0638803392410279
17,0.5899,1.221888278198242,0.65,1.0577776052474976
18,0.5913,1.2203556369781494,0.6368,1.1360369981765748
19,0.5911,1.2189628723144532,0.6331,1.0953412675857543
20,0.5934,1.2248575109004973,0.6181,1.1607583393096923
21,0.596825,1.2171641208171844,0.65,1.0651696128368378
22,0.591725,1.220503929758072,0.6304,1.1096989135742188
23,0.59315,1.2167629797935486,0.6635,1.0336693856239318
24,0.5965,1.206897303056717,0.6267,1.1293541372299194
25,0.593875,1.210772441148758,0.6052,1.2052515043258667
26,0.5938,1.216358238887787,0.6479,1.0641747353553772
27,0.596225,1.2104325136184693,0.6244,1.1384140172958375
28,0.596825,1.2135012765884399,0.6474,1.0834533525466918
29,0.5956,1.2134067920207978,0.603,1.1947757390975953
30,0.595825,1.2132728017807006,0.643,1.0851992935180663
31,0.598125,1.2134635460853576,0.6514,1.0465008406639098
32,0.596725,1.2059246401786805,0.6344,1.1026821383476257
33,0.596925,1.211061293077469,0.6643,1.0314671613693238
34,0.60235,1.2081001415252686,0.6404,1.074666003036499
35,0.596375,1.212351448059082,0.6206,1.1621633012771606
36,0.595875,1.2068589476585387,0.6308,1.1386110726356506
37,0.601025,1.2035540848731994,0.6465,1.0957506133079529
38,0.599525,1.2026744100093842,0.6393,1.10660838098526
39,0.600975,1.1998703010082246,0.6418,1.1176067083358765
40,0.599925,1.2068186685562134,0.6425,1.135876292037964
41,0.60355,1.2053236001491547,0.6177,1.1470684705734253
42,0.602775,1.207402605175972,0.65,1.085710984992981
43,0.601,1.2080127628803252,0.6541,1.0511711324691773
44,0.6043,1.202926351594925,0.6441,1.1105372478485107
45,0.602925,1.207720507335663,0.631,1.1606710626602172
46,0.5977,1.208720762872696,0.6608,1.051985067176819
47,0.60335,1.1977608112335205,0.6353,1.1363297216415404
48,0.597125,1.2167020263195039,0.6409,1.1254444988250731
49,0.604125,1.198180643415451,0.6452,1.1351523485183717
50,0.603725,1.1986432000637055,0.6239,1.1767534175872802
51,0.59815,1.2107687992572784,0.6312,1.1370367693901062
52,0.60365,1.1928427537918092,0.6362,1.1370548692703246
53,0.607425,1.198707413959503,0.6174,1.1696714054107666
54,0.603625,1.1977093890190125,0.6197,1.1569430044174194
55,0.607675,1.1941543089866637,0.6171,1.2272510847091676
56,0.609,1.193498876619339,0.6549,1.1023979991912842
57,0.605225,1.204273520898819,0.6378,1.114413317489624
58,0.601825,1.2092713258743286,0.6368,1.124127999687195
59,0.606225,1.194399099969864,0.6224,1.16934074716568
60,0.606225,1.199675245141983,0.6157,1.1817512548446656
61,0.60785,1.195056284236908,0.6632,1.0514495512008668
62,0.6024,1.2023768576145173,0.6433,1.1105516157150268
63,0.6032,1.199396839570999,0.5943,1.2367083602905273
64,0.607075,1.1913155395507813,0.6427,1.1576651111602783
65,0.606225,1.1966067353725434,0.649,1.0942606426239014
66,0.602125,1.2035467460155487,0.6429,1.1168248615264893
67,0.606,1.2032199057102204,0.6527,1.101568280696869
68,0.6066,1.198144045114517,0.6455,1.1178048859596252
69,0.6046,1.1936179453849793,0.656,1.0804388073921203
70,0.601675,1.210363253879547,0.6316,1.2091298622131348
71,0.607125,1.1978955391407013,0.6276,1.159316349506378
72,0.60845,1.1894971068382263,0.6427,1.1059637268066407
73,0.608375,1.1913433897972108,0.608,1.2444353216171264
74,0.610325,1.1955313426494598,0.6588,1.055238867378235
75,0.607425,1.2001689873218537,0.6238,1.176014461517334
76,0.6051,1.1993451647281648,0.6413,1.1499435873031616
77,0.60145,1.2159545003414154,0.6484,1.0949540761947631
78,0.609625,1.187627380180359,0.645,1.1206869304656983
79,0.605,1.2004937248706817,0.6203,1.2247201953887938
80,0.607975,1.2001070283412933,0.6499,1.097984582710266
81,0.6078,1.1990415541172028,0.6329,1.1541121236801148
82,0.603975,1.2003159844875335,0.6327,1.1291940155982971
83,0.6046,1.1899797649860382,0.6323,1.194097218132019
84,0.6072,1.2024965333938598,0.6238,1.1998143295288086
85,0.607575,1.1949155372142792,0.6358,1.1187857139587403
86,0.607575,1.2071930730819702,0.6553,1.0483685091018677
87,0.60715,1.195882333445549,0.6397,1.1273466642379761
88,0.606425,1.1941264989376068,0.641,1.136082745361328
89,0.608875,1.1932053152561188,0.6523,1.1085126173019408
90,0.6079,1.196569455575943,0.6218,1.209086739730835
91,0.606075,1.1927060913085938,0.625,1.2207429565429688
92,0.606375,1.1985139913082123,0.6415,1.125889144706726
93,0.602625,1.2074157357692719,0.6101,1.2676225315093994
94,0.606725,1.2008497392177582,0.6231,1.1521386861801148
95,0.6066,1.1955485271930695,0.645,1.1230190262794495
96,0.6051,1.1926132008314132,0.6253,1.204549915122986
97,0.6088,1.192738378572464,0.6296,1.1898367654800415
98,0.608225,1.1972284553050996,0.6091,1.2338020177841187
99,0.6052,1.1945718529701232,0.6363,1.1555682336807251
