epoch,acc,loss,val_acc,val_loss
0,0.670025,0.9762397809505463,0.6847,1.0127907432556151
1,0.755325,0.7309601545095443,0.777,0.6703157365322113
2,0.786375,0.642058755159378,0.7621,0.7416632657527924
3,0.802175,0.5884405047476292,0.7935,0.588746273946762
4,0.819225,0.5388204325914383,0.8426,0.46969149779081343
5,0.8345,0.4908305456876755,0.7919,0.6415771660804749
6,0.841825,0.4657442191362381,0.8265,0.5321973411798477
7,0.8507,0.4417185206711292,0.8519,0.45251152336597444
8,0.8598,0.4141602555155754,0.88,0.3628237134933472
9,0.8655,0.3958456710249186,0.8662,0.4061657017469406
10,0.872875,0.374259151661396,0.8668,0.4168761900186539
11,0.87825,0.35614678371846675,0.8801,0.3627646297574043
12,0.883975,0.3384674292832613,0.8865,0.34556046311855315
13,0.887225,0.33055582211613654,0.8761,0.3868680905818939
14,0.8916,0.31621043951511385,0.8928,0.35413315331935885
15,0.897475,0.30226165700554847,0.8848,0.35202730802297594
16,0.899375,0.2938556865990162,0.854,0.5287756459712982
17,0.902,0.28332577398121356,0.8782,0.3759864318490028
18,0.90515,0.2780562343239784,0.895,0.3133372062563896
19,0.909325,0.2609292756289244,0.8844,0.37487023053765295
20,0.91255,0.25540488380342724,0.8916,0.3450473395705223
21,0.91435,0.24510800168961286,0.8956,0.33321812337636947
22,0.9172,0.24113064467608927,0.8886,0.39648820929527284
23,0.921025,0.22999432144761087,0.8853,0.38941093946695327
24,0.92035,0.23161227428019046,0.9053,0.3032061235785484
25,0.923125,0.22128103093802928,0.9049,0.3045723907530308
26,0.92575,0.21220010246932505,0.8947,0.3605736480891705
27,0.92915,0.20751832800731063,0.8977,0.3422376869916916
28,0.9288,0.20635428965091707,0.8961,0.3564423114955425
29,0.9338,0.1955163683950901,0.9055,0.31138914163038134
30,0.93275,0.19663194873929024,0.8992,0.34735214849114415
31,0.93535,0.18415063967853784,0.9098,0.3127618536740541
32,0.935575,0.18580879903286696,0.9015,0.34790337091088297
33,0.937325,0.1807828280031681,0.9028,0.33510907613039015
34,0.938275,0.17629665827713906,0.9099,0.30415017155110835
35,0.939725,0.17241151764802634,0.909,0.33456636413037777
36,0.940875,0.1704969905814156,0.9126,0.2919533776015043
37,0.94435,0.1628524524383247,0.9001,0.36774870489537714
38,0.9457,0.15699576347321273,0.9037,0.3585539317846298
39,0.94475,0.15779042197428644,0.9042,0.34289732643663884
40,0.947025,0.15403972244262695,0.8961,0.3679465454399586
41,0.9467,0.15711161418259142,0.9056,0.33588508421480656
42,0.95005,0.14834565136507152,0.9037,0.35151727829873564
43,0.950825,0.14232777442578226,0.8906,0.4137539827108383
44,0.9507,0.1410794581271708,0.9058,0.3565216126807034
45,0.951925,0.14311813437789678,0.8966,0.3776614062130451
46,0.95165,0.13885868500806392,0.9029,0.36375914891660216
47,0.9548,0.13153265754971652,0.891,0.4194990476667881
48,0.954,0.13368526001106948,0.9089,0.33273292345926164
49,0.9544,0.12970315416008235,0.8897,0.4355762079000473
50,0.9553,0.13123550433199851,0.9123,0.3531515135899186
51,0.954825,0.13149855996649712,0.9003,0.378507113558054
52,0.957875,0.12016296756546944,0.9006,0.4107373092874885
53,0.957725,0.12163805124303326,0.9095,0.3703774825662374
54,0.957875,0.12180910525675863,0.907,0.3643075485751033
55,0.959675,0.11803016909752041,0.9026,0.3945240008443594
56,0.959225,0.11812683892492205,0.8982,0.4061713950663805
57,0.961325,0.11273185566999018,0.8966,0.4210519090168178
58,0.9608,0.114167606783472,0.907,0.36117509073764087
59,0.962425,0.10777549356892704,0.906,0.3932888014793396
60,0.961425,0.11246830562753603,0.9132,0.3677777528271079
61,0.963125,0.10474770836867392,0.9091,0.3671785299554467
62,0.9625,0.10793526260424405,0.9091,0.35658746374249456
63,0.965125,0.1044486772258766,0.9141,0.36677908025830985
64,0.962525,0.10638474109508098,0.9168,0.35275652114525435
65,0.9637,0.10813656156184152,0.9051,0.4110067743256688
66,0.9644,0.10386417530030012,0.909,0.3835939641658217
67,0.965875,0.10015698882378637,0.9027,0.4301126181229949
68,0.965425,0.09876573950937018,0.9044,0.4152057369843125
69,0.9662,0.09799182188799604,0.9108,0.3765394568406045
70,0.964875,0.10160334755303338,0.9162,0.34067414442449806
71,0.967625,0.09396893139057792,0.9108,0.37346013180315496
72,0.967625,0.0949386517030187,0.9075,0.3878690831258893
73,0.9677,0.09499855414703488,0.9072,0.42335148157849906
74,0.969125,0.09125645528770983,0.9058,0.4195083331108093
75,0.96945,0.08800332897535991,0.9081,0.3919357053115964
76,0.967425,0.09412192441655788,0.9047,0.4243505779951811
77,0.9708,0.08619703434230759,0.9101,0.3915920009972528
78,0.968175,0.09168207903113217,0.9166,0.345052963424474
79,0.970325,0.08805586599688978,0.9096,0.41015093253366647
80,0.970075,0.0861386064772727,0.915,0.3820612538173795
81,0.971275,0.08474057094072923,0.9183,0.3480249219156802
82,0.9713,0.08337554445634596,0.9081,0.391936762432009
83,0.971275,0.08354732556620147,0.9095,0.42172838710546495
84,0.9717,0.08546417929488234,0.9153,0.3681777709931135
85,0.971575,0.08384852039206307,0.9204,0.36888681443706156
86,0.97215,0.07985908056618646,0.908,0.42378762052785607
87,0.972925,0.08137711582761258,0.9056,0.4350645173981786
88,0.972775,0.0789332551684347,0.9127,0.402383268648386
89,0.974375,0.07780848536947742,0.9122,0.38779034400582313
90,0.972975,0.0808946989044547,0.9087,0.4048205077558756
91,0.971925,0.07875701805611607,0.9127,0.41618030857630073
92,0.974325,0.07577456992230146,0.9117,0.39467721628146246
93,0.9742,0.07474127965823281,0.9123,0.40408479704204947
94,0.973275,0.07933797034823802,0.9143,0.4075677901536226
95,0.9751,0.0743771105678752,0.9123,0.39997386705093085
96,0.9751,0.07398615946751087,0.9144,0.4094131022634916
97,0.97475,0.07250945828593103,0.9138,0.4110954161912203
98,0.975475,0.07387315360181965,0.9148,0.4002990991577506
99,0.975025,0.07321972234044224,0.9122,0.41144038043804465
