epoch,acc,loss,val_acc,val_loss
0,0.629025,1.1460193920373916,0.664,1.0116255717277527
1,0.7367,0.8167113696575165,0.6823,1.00751123046875
2,0.763475,0.7260852697849274,0.8019,0.6029641360759735
3,0.78765,0.6511055144786835,0.8009,0.5980952713012695
4,0.8098,0.5764577358841896,0.8317,0.5285195810317993
5,0.817925,0.5553457074224949,0.855,0.4384284332990646
6,0.829125,0.5200133145928383,0.8429,0.48666663292646406
7,0.84355,0.4862022926747799,0.8692,0.3908510472536087
8,0.848,0.45701239226460455,0.8157,0.6085781509757042
9,0.85595,0.4325258750140667,0.8098,0.5820591343402862
10,0.862175,0.4171085746973753,0.8548,0.45727676399946215
11,0.8685,0.3962929177105427,0.8592,0.43677865660190585
12,0.87555,0.3817858658671379,0.8532,0.44763673465251924
13,0.878875,0.3635089338630438,0.8846,0.37065032459497455
14,0.88305,0.35344217890501023,0.8772,0.38486780866384507
15,0.887375,0.34022269332781435,0.8675,0.4173534338951111
16,0.892,0.3268287766069174,0.8791,0.37155426026582716
17,0.892625,0.31516489740014075,0.8971,0.3164957976937294
18,0.897325,0.301323426669836,0.89,0.34891296875476835
19,0.901625,0.29594347581118347,0.8756,0.3949848641872406
20,0.901575,0.2913503589868546,0.8912,0.3671751217663288
21,0.90475,0.2815788050055504,0.8825,0.4052945630669594
22,0.90815,0.2732444904908538,0.8939,0.3483088428020477
23,0.9103,0.26698417211323977,0.8935,0.33481655917167663
24,0.9137,0.25822817111760377,0.8889,0.38790966156721113
25,0.915325,0.24975522088054566,0.8988,0.33249143609702586
26,0.915175,0.24698766596466304,0.8906,0.3696823106944561
27,0.921475,0.23800054481774569,0.8986,0.33199081190228463
28,0.9204,0.2340115834094584,0.8992,0.3218297525346279
29,0.923575,0.22432493420988323,0.9054,0.3205137495517731
30,0.92465,0.22078042880669235,0.9053,0.3182734769791365
31,0.926125,0.21736358769536018,0.9057,0.33280638312399385
32,0.928075,0.21350933120399712,0.9082,0.31570048170387743
33,0.9282,0.20734086686372757,0.9044,0.35219653950333596
34,0.933,0.19866640895605087,0.8909,0.3843914066970348
35,0.9344,0.19397094816714525,0.9019,0.3440866193264723
36,0.932525,0.19668234776966273,0.8969,0.38600918321609495
37,0.934225,0.19323824812918902,0.8961,0.3819784369818866
38,0.93495,0.19007449262961745,0.9116,0.34258713326156137
39,0.9383,0.18287216022200883,0.9034,0.36481687113046646
40,0.93955,0.18021903789900243,0.8912,0.3940642468959093
41,0.940175,0.17814622931554913,0.9075,0.32695819273889065
42,0.939775,0.17891202703118325,0.9056,0.34666561819314956
43,0.9432,0.1669029916178435,0.9082,0.3704747545957565
44,0.942475,0.17379440279491246,0.9038,0.3600599241644144
45,0.943775,0.1688057569257915,0.907,0.3357194726884365
46,0.943875,0.16629714925400912,0.91,0.33773299724161626
47,0.945075,0.1620857234209776,0.9069,0.36435876288712027
48,0.948775,0.15184255765415727,0.9186,0.3153710615415126
49,0.947325,0.15421170857921243,0.9097,0.3391711496889591
50,0.950275,0.15180100799035282,0.9023,0.3688380275905132
51,0.948,0.1531571340382099,0.9119,0.33937908099293707
52,0.951275,0.14248188949413598,0.9019,0.3852219484999776
53,0.9498,0.14991152121536433,0.882,0.48534089441746475
54,0.9511,0.149002561782673,0.908,0.36304317588731644
55,0.953,0.1407467084256932,0.8971,0.4065618569254875
56,0.95305,0.13977339985826984,0.9052,0.38784250112175944
57,0.954025,0.13721627050517127,0.9149,0.36251136787664145
58,0.954275,0.13379783387742936,0.9112,0.3845617658857256
59,0.955175,0.13696280184723436,0.8982,0.3989957101479173
60,0.9558,0.12983625010699035,0.9101,0.37197189020216465
61,0.95505,0.13378600047449582,0.9106,0.3713048241905868
62,0.9583,0.1257290351646021,0.9093,0.3639859207432717
63,0.95595,0.1312103722477332,0.9074,0.38194889698065815
64,0.956575,0.12802359952554107,0.9182,0.3468727274917066
65,0.9591,0.12288645875183865,0.9042,0.39432388443946836
66,0.95845,0.12496891156993806,0.9151,0.3726780609861016
67,0.959275,0.12125626651570201,0.9057,0.4131363711193204
68,0.959525,0.12051076396778226,0.9065,0.3941189537033439
69,0.9605,0.12096902833264321,0.9077,0.4264029852092266
70,0.95945,0.12184055528212338,0.908,0.41072155298516155
71,0.96165,0.1148441120848991,0.9019,0.3998712212696671
72,0.962375,0.11050914450702258,0.9153,0.39583466935828326
73,0.9609,0.11703431322751567,0.9051,0.39685255371928213
74,0.9611,0.11665137469260953,0.9052,0.402044704978168
75,0.9595,0.11906083713280968,0.9103,0.3727419270820916
76,0.964125,0.10929149214439093,0.9087,0.4047846914321184
77,0.96305,0.11429641130715609,0.9135,0.37285562153346835
78,0.964075,0.1075309671903029,0.9115,0.3898000303015113
79,0.963825,0.10934493822669611,0.9052,0.4322055844731629
80,0.964775,0.10552793463217094,0.903,0.43570073778666557
81,0.966075,0.10388133178814314,0.9039,0.45347468981593847
82,0.963825,0.10601285285102204,0.9047,0.41409467542022466
83,0.965125,0.10511844562045299,0.9146,0.3823430953584611
84,0.965475,0.10155385089470073,0.9133,0.4032268729157746
85,0.96645,0.10235077387876809,0.9091,0.4215529036439955
86,0.96795,0.09674313782546669,0.9161,0.3997599002096802
87,0.96575,0.10298444242076948,0.9065,0.4333937769770622
88,0.968675,0.09741925489769783,0.9145,0.3773783625386655
89,0.968925,0.09441448949198239,0.9124,0.41950317514333874
90,0.968625,0.09542651956966147,0.9122,0.40585206551887093
91,0.966,0.10199035724010319,0.9122,0.42121144717484715
92,0.96705,0.0966243695968762,0.9154,0.38638693445138633
93,0.968,0.09804482180229389,0.9091,0.4439438885726035
94,0.967825,0.0930462170150131,0.9047,0.44797367976009844
95,0.968125,0.09431545063620433,0.8995,0.4963638852953911
96,0.969225,0.09532327397619374,0.904,0.4708871876571327
97,0.9719,0.08595436171540059,0.9132,0.4240117173785344
98,0.96955,0.08902988363358891,0.9108,0.46155829857476055
99,0.970775,0.0895799466888653,0.8994,0.5246987400891027
